Day,Date,Time,Latitude,Longitude,DepthInKilo,Magnitude,Quality,DistanceInKilo,Direction,Volcano
Sunday,2/10/2016,10:18:43,65.023,-16.669,4,0,99,3.4,WSW,Dreki
Sunday,2/10/2016,10:18:00,65.025,-16.66,4.7,0.2,99,3,WSW,Dreki
Sunday,2/10/2016,10:05:17,64.798,-16.912,4.6,0.2,99,14.1,E,Kistufell
Sunday,2/10/2016,10:01:03,65.026,-16.669,5,0.5,99,3.3,WSW,Dreki
Sunday,2/10/2016,9:46:14,63.634,-19.188,4,0.5,99,3.1,ESE,Goðabunga
Sunday,2/10/2016,9:43:06,63.966,-20.791,6.6,0.3,99,7.7,WNW,Þjórsárbrú
Sunday,2/10/2016,9:34:38,64.785,-17.06,5.7,0.1,99,7,E,Kistufell
Sunday,2/10/2016,7:21:38,65.032,-16.459,22.3,1.5,99,6.9,E,Dreki
Sunday,2/10/2016,6:51:05,65.223,-16.344,6.4,0.4,99,5.4,N,Herðubreið
Sunday,2/10/2016,6:19:07,65.026,-16.614,4.9,0.1,99,1.5,SSW,Dreki
Sunday,2/10/2016,6:14:13,65.031,-16.663,5.6,0.1,99,2.9,WSW,Dreki
Sunday,2/10/2016,5:54:47,63.615,-19.135,0.9,0.5,99,4.3,NNW,Hábunga
Sunday,2/10/2016,5:17:10,63.615,-19.104,0.1,2,99,3.9,N,Hábunga
Sunday,2/10/2016,5:11:39,66.591,-17.735,12.3,1.2,99,13.3,ENE,Grímsey
Sunday,2/10/2016,4:43:56,64.561,-20.326,3.1,1.1,99,23.6,S,Eyjafjallajökull
Sunday,2/10/2016,3:36:16,64.113,-21.255,5.9,0.3,99,3.9,NE,Skeggi á Hengli
Sunday,2/10/2016,3:34:51,65.033,-16.7,4.9,0.3,99,4.5,W,Dreki
Sunday,2/10/2016,2:52:46,64.397,-17.3,1.1,0.7,99,1.5,WSW,Grímsfjall
Sunday,2/10/2016,2:37:38,63.825,-20.021,6,1.1,99,13.5,NE,Hvolsvöllur
Sunday,2/10/2016,1:48:16,66.626,-17.902,10.8,1.2,99,10.6,NNE,Grímsey
Sunday,2/10/2016,1:34:26,64.818,-16.889,7.4,0.3,99,15.7,ENE,Kistufell
Sunday,2/10/2016,1:23:59,65.221,-16.345,8.4,0.9,99,5.2,N,Herðubreið
Sunday,2/10/2016,0:56:42,65.029,-16.673,4.5,0.1,99,3.4,WSW,Dreki
Sunday,2/10/2016,23:48:05,63.864,-22.338,3.4,0.9,99,5.3,SW,Fagradalsfjall
Sunday,2/10/2016,23:41:03,63.889,-22.295,7,1.5,99,1.8,SW,Fagradalsfjall
Sunday,2/10/2016,23:40:23,63.883,-22.303,6.5,1.1,99,2.6,SW,Fagradalsfjall
Sunday,2/10/2016,22:35:02,63.879,-22.3,7.4,0.8,99,2.9,SSW,Fagradalsfjall
Sunday,2/10/2016,22:34:52,63.88,-22.307,4.9,0.8,99,2.9,SSW,Fagradalsfjall
Sunday,2/10/2016,22:33:22,63.888,-22.293,6.9,1.5,99,1.8,SSW,Fagradalsfjall
Sunday,2/10/2016,22:33:06,63.892,-22.295,6.2,1.9,99,1.5,SW,Fagradalsfjall
Sunday,2/10/2016,22:32:00,63.891,-22.291,6.5,1.2,99,1.5,SSW,Fagradalsfjall
Sunday,2/10/2016,21:44:59,65.152,-16.286,6.5,0.8,99,3.8,SE,Herðubreið
Sunday,2/10/2016,21:27:16,63.937,-20.778,6.1,0.5,99,6.1,W,Þjórsárbrú
Sunday,2/10/2016,21:21:23,63.935,-20.767,3.4,1.5,99,5.6,W,Þjórsárbrú
Sunday,2/10/2016,17:40:43,66.327,-17.521,9.5,1.4,99,22.9,NE,Flatey
Sunday,2/10/2016,17:36:52,65.222,-16.343,7.1,0.9,99,5.3,N,Herðubreið
Sunday,2/10/2016,16:46:49,66.22,-16.531,3.3,0.9,99,9.8,SSW,Kópasker
Sunday,2/10/2016,14:51:12,66.277,-17.522,14.9,0.9,99,18.9,NE,Flatey
Sunday,2/10/2016,5:54:47,63.615,-19.135,0.9,0.5,99,4.3,NNW,Eyjafjallajökull
Sunday,9/10/2016,20:06:59,64.622,-17.469,2.4,1.5,90.02,3.5,SE,Bárðarbunga
Sunday,9/10/2016,18:32:52,66.24,-18.371,7.8,0.9,90.01,8.8,NNW,Gjögurtá
Sunday,9/10/2016,16:13:51,64.401,-17.275,1.1,1.4,99,0.4,S,Grímsfjall
Sunday,9/10/2016,16:10:03,64.817,-16.899,9.9,0.5,99,15.2,ENE,Kistufell
Sunday,9/10/2016,15:23:56,63.581,-18.816,0.1,0.2,99,14.1,E,Hábunga
Sunday,9/10/2016,14:01:49,63.971,-20.705,3.3,0.1,99,5.1,NNW,Þjórsárbrú
Sunday,9/10/2016,13:32:25,66.289,-16.759,1.1,1.3,99,13.8,W,Kópasker
Sunday,9/10/2016,13:30:20,63.863,-22.139,6.2,1.3,99,4.5,SW,Krýsuvík
Sunday,9/10/2016,12:43:34,63.863,-22.184,1.2,0.5,99,6.2,SE,Fagradalsfjall
Sunday,9/10/2016,12:37:12,63.855,-22.165,4.1,1.2,99,6,SW,Krýsuvík
Sunday,9/10/2016,12:35:50,63.85,-22.19,1.4,0.9,99,7.1,SE,Fagradalsfjall
Sunday,9/10/2016,12:34:09,63.898,-22.112,5,1.8,99,2.6,WNW,Krýsuvík
Sunday,9/10/2016,12:32:40,63.868,-22.125,5.2,2,99,3.6,SW,Krýsuvík
Sunday,9/10/2016,12:32:40,63.926,-21.937,1.1,0.9,90.01,7.6,NE,Krýsuvík
Sunday,9/10/2016,12:32:39,63.901,-22.105,5.2,2.1,99,2.4,NW,Krýsuvík
Sunday,9/10/2016,12:32:05,63.828,-22.159,4.4,1.4,99,8.1,SW,Krýsuvík
Sunday,9/10/2016,11:28:45,63.81,-22.961,8.8,1.6,99,7.7,N,Eldey
Sunday,9/10/2016,11:28:38,63.822,-22.952,9.9,0.8,99,9,N,Eldey
Sunday,9/10/2016,10:10:50,63.652,-19.356,0.1,0.7,99,5.4,WNW,Goðabunga
Sunday,9/10/2016,10:00:48,63.58,-18.817,0.1,0.8,99,14,E,Hábunga
Sunday,9/10/2016,9:41:06,65.121,-16.317,9.7,0.2,99,4.9,NE,Herðubreiðarfjöll
Sunday,9/10/2016,9:33:31,63.934,-20.767,1.8,0.2,99,5.6,W,Þjórsárbrú
Sunday,9/10/2016,9:17:18,63.575,-18.808,0.1,0.7,99,14.4,E,Hábunga
Sunday,9/10/2016,8:39:41,66.646,-17.918,11.6,0.7,99,12.3,NNE,Grímsey
Sunday,9/10/2016,8:27:40,66.633,-17.737,11.1,1.2,99,15.8,NE,Grímsey
Sunday,9/10/2016,8:24:07,66.292,-16.738,6.3,0.6,99,12.8,W,Kópasker
Sunday,9/10/2016,7:30:33,66.645,-17.899,10.7,0.9,99,12.5,NNE,Grímsey
Sunday,9/10/2016,6:32:09,66.624,-17.953,12.2,0.7,99,9.5,NNE,Grímsey
Sunday,9/10/2016,5:34:24,64.429,-17.225,1.5,1.2,99,3.6,NE,Grímsfjall
Sunday,9/10/2016,5:06:43,64.823,-16.889,12.9,0.9,99,15.8,ENE,Kistufell
Sunday,9/10/2016,4:34:13,66.237,-18.359,9.1,0.6,99,8.2,NNW,Gjögurtá
Sunday,9/10/2016,3:49:04,64.623,-17.366,0.1,1.5,99,7.9,ESE,Bárðarbunga
Sunday,9/10/2016,1:38:45,64.841,-16.867,9.1,0.4,99,17.5,ENE,Kistufell
Sunday,9/10/2016,0:29:31,63.968,-20.152,5.6,1,99,9.5,SSE,Árnes
Sunday,9/10/2016,0:15:50,66.282,-16.984,6.8,0.6,99,23.9,W,Kópasker
Sunday,9/10/2016,23:36:10,66.256,-16.702,5.2,0.7,99,12.3,WSW,Kópasker
Sunday,9/10/2016,23:27:05,65.717,-16.789,1.6,1.1,99,1.6,WNW,Krafluvirkjun
Sunday,9/10/2016,22:45:02,63.763,-20.706,7.7,1,99,16.9,WSW,Hella
Sunday,9/10/2016,20:06:59,64.629,-17.456,4.6,2,99,3.7,ESE,Bárðarbunga
Sunday,9/10/2016,19:03:37,64.122,-21.22,6,0.5,99,5,N,Hrómundartindi
Sunday,9/10/2016,18:32:52,66.238,-18.362,9.2,1.6,99,8.4,NNW,Gjögurtá
Sunday,9/10/2016,16:17:04,65.008,-16.476,7.5,0.1,99,6.9,ESE,Dreki
Sunday,9/10/2016,13:30:20,63.863,-22.139,6.2,1.2,99,4.5,SW,Krýsuvík
Sunday,9/10/2016,12:37:12,63.855,-22.165,4.1,1.4,99,6,SW,Krýsuvík
Sunday,9/10/2016,12:35:50,63.85,-22.19,1.4,0.8,99,7.1,SE,Fagradalsfjall
Sunday,9/10/2016,11:28:38,63.822,-22.952,9.9,1,99,9,N,Eldey
Thursday,6/10/2016,21:28:30,63.624,-19.086,1.1,0.8,90.02,4.9,N,Hábunga
Thursday,6/10/2016,20:42:00,63.61,-19.124,3.3,0.3,74.75,3.5,NNW,Hábunga
Thursday,6/10/2016,20:19:47,63.62,-19.097,0.1,3,99,4.5,N,Hábunga
Thursday,6/10/2016,20:08:42,63.612,-19.104,1.1,1.5,90.06,3.6,N,Hábunga
Thursday,6/10/2016,20:02:08,63.622,-19.085,1.1,0.7,77.71,4.7,N,Hábunga
Thursday,6/10/2016,19:43:57,63.992,-19.691,0.1,0.9,99,1.1,W,Hekla
Thursday,6/10/2016,18:43:20,63.624,-19.1,1.1,0.4,90.01,4.9,N,Hábunga
Thursday,6/10/2016,17:33:27,63.618,-19.099,1.1,0.6,90.01,4.2,N,Hábunga
Thursday,6/10/2016,17:31:55,65.035,-16.706,6.1,0.7,79.37,4.8,W,Dreki
Thursday,6/10/2016,16:53:19,63.624,-19.107,1.1,0.8,90.01,4.9,N,Hábunga
Thursday,6/10/2016,16:37:41,63.625,-19.083,1.1,0.4,62.42,5.1,N,Hábunga
Thursday,6/10/2016,16:33:21,63.625,-19.097,0.7,0.4,90.01,5,N,Hábunga
Thursday,6/10/2016,14:36:36,63.621,-19.097,0.1,1.4,99,4.5,N,Hábunga
Thursday,6/10/2016,14:18:19,63.621,-19.096,0.1,1.6,99,4.5,N,Hábunga
Thursday,6/10/2016,14:16:03,63.624,-19.096,0.1,1.4,99,4.9,N,Hábunga
Thursday,6/10/2016,14:11:02,63.621,-19.095,0.1,2.4,99,4.6,N,Hábunga
Thursday,6/10/2016,12:29:08,63.622,-19.092,0.1,1.4,99,4.7,N,Hábunga
Thursday,6/10/2016,12:23:17,63.624,-19.092,0.1,1.2,99,4.9,N,Hábunga
Thursday,6/10/2016,9:12:25,63.618,-19.091,0.1,1,99,4.3,N,Hábunga
Thursday,6/10/2016,9:11:57,63.62,-19.097,0.1,1.7,99,4.5,N,Hábunga
Thursday,6/10/2016,8:27:56,65.028,-16.469,5.4,0.7,99,6.5,E,Dreki
Thursday,6/10/2016,6:22:49,63.621,-19.083,0.1,1.5,99,4.6,N,Hábunga
Thursday,6/10/2016,6:20:40,63.622,-19.074,0.1,1.6,99,4.8,NNE,Hábunga
Thursday,6/10/2016,6:10:41,63.622,-19.099,0.1,3.2,99,4.7,N,Hábunga
Thursday,6/10/2016,5:44:26,63.622,-19.099,0.1,1.4,99,4.6,N,Hábunga
Thursday,6/10/2016,4:47:44,64.109,-21.263,6.3,0.9,99,3.3,NE,Skeggi á Hengli
Thursday,6/10/2016,4:38:14,64.065,-21.374,4.3,1.4,99,3.3,NNE,Hellisheiði
Thursday,6/10/2016,1:52:50,63.622,-19.045,0.1,1.4,99,5.4,NNE,Hábunga
Thursday,6/10/2016,1:41:24,64.015,-20.374,8.6,0.8,99,6.7,WSW,Árnes
Thursday,6/10/2016,1:23:25,63.652,-19.181,7.9,1.4,99,3.7,ENE,Goðabunga
Thursday,6/10/2016,0:48:31,65.163,-16.347,2.6,0.9,99,1.3,S,Herðubreið
Thursday,6/10/2016,0:22:50,63.954,-21.286,5.8,1,99,4.6,SSE,Skálafell
Thursday,6/10/2016,23:46:50,63.617,-19.103,0.2,0.6,99,4.1,N,Hábunga
Thursday,6/10/2016,23:34:52,63.62,-19.103,0.1,0.8,99,4.4,N,Hábunga
Thursday,6/10/2016,23:14:16,63.619,-19.103,0.1,2,99,4.3,N,Hábunga
Thursday,6/10/2016,23:14:01,63.617,-19.09,0.1,1.8,99,4.2,N,Hábunga
Thursday,6/10/2016,23:12:17,63.628,-19.109,0.1,0.6,99,5.3,N,Hábunga
Thursday,6/10/2016,23:11:21,63.623,-19.104,0.1,1.2,99,4.8,N,Hábunga
Thursday,6/10/2016,23:09:29,63.623,-19.118,0.1,1.3,99,4.9,N,Hábunga
Thursday,6/10/2016,23:09:13,63.62,-19.123,0.4,1,99,4.6,NNW,Hábunga
Thursday,6/10/2016,23:08:05,63.62,-19.095,0.1,3.4,99,4.5,N,Hábunga
Thursday,6/10/2016,22:53:22,63.967,-20.7,6.7,0.5,99,4.6,NNW,Þjórsárbrú
Thursday,6/10/2016,21:32:59,63.896,-21.905,5.6,1.1,99,7.9,E,Krýsuvík
Thursday,6/10/2016,21:28:30,63.623,-19.094,0.1,1.6,99,4.8,N,Hábunga
Thursday,6/10/2016,20:42:00,63.621,-19.121,0.1,1.3,99,4.7,NNW,Hábunga
Thursday,6/10/2016,20:35:37,63.623,-19.075,0.1,0.8,99,4.9,NNE,Hábunga
Thursday,6/10/2016,20:29:59,63.626,-19.077,0.1,0.8,99,5.2,NNE,Hábunga
Thursday,6/10/2016,20:19:47,63.62,-19.097,0.1,3.1,99,4.5,N,Hábunga
Thursday,6/10/2016,20:08:42,63.623,-19.094,0.1,1.9,99,4.8,N,Hábunga
Thursday,6/10/2016,20:02:07,63.624,-19.092,0.1,1.3,99,4.9,N,Hábunga
Thursday,6/10/2016,19:52:43,63.978,-19.66,9.8,0.9,99,1.6,SSE,Hekla
Thursday,6/10/2016,19:36:00,66.373,-17.144,14.6,0.8,99,31.9,WNW,Kópasker
Thursday,6/10/2016,18:49:14,64.24,-17.778,1.1,0.7,99,27.5,S,Hamarinn
Thursday,6/10/2016,18:43:20,63.623,-19.094,0.1,1.4,99,4.8,N,Hábunga
Thursday,6/10/2016,18:13:45,63.629,-19.091,0.1,0.7,99,5.4,N,Hábunga
Thursday,6/10/2016,17:33:27,63.621,-19.091,0.1,0.7,99,4.5,N,Hábunga
Thursday,6/10/2016,17:31:56,65.022,-16.663,3.8,0.9,99,3.3,WSW,Dreki
Thursday,6/10/2016,17:23:36,64.275,-17.606,11.8,1,99,21.5,SW,Grímsfjall
Thursday,6/10/2016,16:53:19,63.622,-19.106,0.1,1.5,99,4.6,N,Hábunga
Thursday,6/10/2016,16:49:54,63.617,-19.141,0.1,0.6,99,4.6,NNW,Hábunga
Thursday,6/10/2016,16:37:41,63.623,-19.095,0.1,1.3,99,4.8,N,Hábunga
Thursday,6/10/2016,16:33:21,63.622,-19.098,0.1,1.4,99,4.7,N,Hábunga
Thursday,6/10/2016,16:04:05,63.619,-19.113,0.1,0.4,99,4.3,N,Hábunga
Thursday,6/10/2016,11:22:30,63.941,-21.449,0.2,0.5,99,2.5,W,Raufarhólshellir
Thursday,6/10/2016,8:50:10,65.023,-16.581,3.1,0.5,99,2,SSE,Dreki
Thursday,6/10/2016,6:01:29,66.653,-17.907,9,1.1,99,13.2,NNE,Grímsey
Thursday,6/10/2016,4:38:14,64.065,-21.374,4.3,1.4,99,3.3,NNE,Ólafsfjörður
Thursday,6/10/2016,2:55:31,64.692,-17.656,9.8,1.4,99,8.4,NW,Bárðarbunga
Thursday,6/10/2016,1:52:50,63.622,-19.045,0.1,1.6,99,5.4,NNE,Hábunga
Thursday,29/09/2016,23:59:27,63.627,-19.083,0.1,0.9,99,5.3,N,Hábunga
Thursday,29/09/2016,23:56:19,63.614,-19.142,0.7,0.6,99,4.3,NNW,Hábunga
Thursday,29/09/2016,23:54:48,63.621,-19.109,0.1,0.4,99,4.6,N,Hábunga
Thursday,29/09/2016,23:54:20,63.628,-19.121,0.1,0.8,99,5.4,N,Hábunga
Thursday,29/09/2016,23:53:33,63.62,-19.115,0.1,2.5,99,4.5,N,Hábunga
Thursday,29/09/2016,23:48:12,63.622,-19.105,0.1,0.1,99,4.7,N,Hábunga
Thursday,29/09/2016,23:41:55,63.623,-19.119,0.1,0.3,99,4.9,N,Hábunga
Thursday,29/09/2016,23:31:37,63.621,-19.131,0.1,0.7,99,4.8,NNW,Hábunga
Thursday,29/09/2016,23:30:07,63.618,-19.126,0.1,0.1,99,4.4,NNW,Hábunga
Thursday,29/09/2016,23:27:20,63.622,-19.139,0.1,1.1,99,5,NNW,Hábunga
Thursday,29/09/2016,23:26:10,63.62,-19.131,0.1,1.2,99,4.7,NNW,Hábunga
Thursday,29/09/2016,23:26:08,63.867,-21.963,7.4,0.6,99,5.5,ESE,Krýsuvík
Thursday,29/09/2016,23:25:19,63.623,-19.12,0.1,0.3,99,4.9,NNW,Hábunga
Thursday,29/09/2016,23:23:32,63.622,-19.113,0.1,0.4,99,4.7,N,Hábunga
Thursday,29/09/2016,23:23:04,63.637,-19.132,0.1,1,99,5.8,E,Goðabunga
Thursday,29/09/2016,23:22:11,63.628,-19.127,0.1,0.7,99,5.5,NNW,Hábunga
Thursday,29/09/2016,23:21:36,63.654,-19.085,8.3,0.5,99,8.2,N,Hábunga
Thursday,29/09/2016,23:15:30,63.626,-19.119,0.1,0.9,99,5.2,N,Hábunga
Thursday,29/09/2016,23:13:25,63.627,-19.115,0.1,0.2,99,5.3,N,Hábunga
Thursday,29/09/2016,23:12:40,63.682,-19.115,6.2,0.5,99,8.1,NE,Goðabunga
Thursday,29/09/2016,23:12:05,63.624,-19.117,0.1,0.5,99,4.9,N,Hábunga
Thursday,29/09/2016,22:59:25,63.623,-19.128,0.1,0.5,99,5,NNW,Hábunga
Thursday,29/09/2016,22:58:11,63.617,-19.137,0.1,0.3,99,4.5,NNW,Hábunga
Thursday,29/09/2016,22:57:57,63.631,-19.107,0.1,0.2,99,5.7,N,Hábunga
Thursday,29/09/2016,22:52:38,63.624,-19.152,2.6,0.4,99,5.1,ESE,Goðabunga
Thursday,29/09/2016,22:50:20,63.625,-19.121,0,0.7,99,5.1,NNW,Hábunga
Thursday,29/09/2016,22:47:53,63.626,-19.099,0,1.7,99,5.1,N,Hábunga
Thursday,29/09/2016,22:43:52,63.619,-19.121,0,0.5,99,4.4,NNW,Hábunga
Thursday,29/09/2016,22:35:04,63.625,-19.124,0,0.4,99,5.1,NNW,Hábunga
Thursday,29/09/2016,22:34:30,65.016,-16.669,5.1,0.2,99,3.9,SW,Dreki
Thursday,29/09/2016,22:33:59,63.65,-19.066,8.5,0.5,99,8,NNE,Hábunga
Thursday,29/09/2016,22:33:12,63.655,-19.14,0.1,1,99,5.7,ENE,Goðabunga
Thursday,29/09/2016,22:29:58,63.623,-19.095,0,1.2,99,4.8,N,Hábunga
Thursday,29/09/2016,22:26:42,63.625,-19.101,0.1,0.2,99,5,N,Hábunga
Thursday,29/09/2016,22:25:46,64.644,-17.491,1.3,0,99,1.8,ENE,Bárðarbunga
Thursday,29/09/2016,22:25:31,63.628,-19.102,0,0.8,99,5.4,N,Hábunga
Thursday,29/09/2016,22:23:52,63.626,-19.116,0,0.5,99,5.2,N,Hábunga
Thursday,29/09/2016,22:16:38,63.627,-19.126,0.1,0.3,99,5.4,NNW,Hábunga
Thursday,29/09/2016,22:14:41,63.62,-19.134,0.1,0.2,99,4.7,NNW,Hábunga
Thursday,29/09/2016,22:13:11,63.82,-22.674,4.1,1,99,2.6,NE,Reykjanestá
Thursday,29/09/2016,22:07:08,63.91,-22.246,8,0.5,99,1.6,ENE,Fagradalsfjall
Thursday,29/09/2016,22:06:05,63.615,-19.128,0,0.3,99,4.2,NNW,Hábunga
Thursday,29/09/2016,22:05:24,63.877,-22.288,0.9,0.3,99,2.9,SSW,Fagradalsfjall
Thursday,29/09/2016,22:03:43,63.617,-19.114,0.1,0.3,99,4.1,N,Hábunga
Thursday,29/09/2016,22:02:51,63.624,-19.125,0.1,1,99,5,NNW,Hábunga
Thursday,29/09/2016,21:59:30,63.624,-19.112,0,1.5,99,4.9,N,Hábunga
Thursday,29/09/2016,21:53:06,63.626,-19.132,0,0.9,99,5.3,NNW,Hábunga
Thursday,29/09/2016,21:47:08,63.615,-19.089,1.5,0.1,99,3.9,N,Hábunga
Thursday,29/09/2016,21:42:15,63.626,-19.095,0,0.6,99,5.1,N,Hábunga
Thursday,29/09/2016,21:39:25,63.623,-19.104,0.1,0.5,99,4.8,N,Hábunga
Thursday,29/09/2016,21:34:35,63.625,-19.115,0,0.4,99,5.1,N,Hábunga
Thursday,29/09/2016,21:31:44,63.62,-19.105,0,0.4,99,4.5,N,Hábunga
Thursday,29/09/2016,21:29:02,63.623,-19.118,0,0.7,99,4.8,N,Hábunga
Thursday,29/09/2016,21:28:36,63.621,-19.112,0,0.6,99,4.6,N,Hábunga
Thursday,29/09/2016,21:26:10,63.623,-19.12,0.1,1.3,99,4.9,NNW,Hábunga
Thursday,29/09/2016,21:20:14,63.62,-19.143,0.1,1,99,5,NNW,Hábunga
Thursday,29/09/2016,21:19:56,63.626,-19.112,0,1.8,99,5.2,N,Hábunga
Thursday,29/09/2016,21:19:19,63.626,-19.102,0.1,0.4,99,5.2,N,Hábunga
Thursday,29/09/2016,21:10:14,63.624,-19.098,0.1,1.3,99,4.9,N,Hábunga
Thursday,29/09/2016,21:04:53,63.617,-19.135,0.1,0.9,99,4.4,NNW,Hábunga
Thursday,29/09/2016,21:03:10,63.616,-19.12,1.7,2.5,99,4.1,NNW,Hábunga
Thursday,29/09/2016,21:02:59,63.617,-19.122,0.1,2.4,99,4.2,NNW,Hábunga
Thursday,29/09/2016,21:01:23,63.622,-19.113,0.1,1.1,99,4.8,N,Hábunga
Thursday,29/09/2016,20:59:37,63.618,-19.115,0.1,0.7,99,4.3,N,Hábunga
Thursday,29/09/2016,20:48:58,63.617,-19.135,0.1,0.3,99,4.4,NNW,Hábunga
Thursday,29/09/2016,20:47:15,63.615,-19.128,0.1,1.8,99,4.1,NNW,Hábunga
Thursday,29/09/2016,20:43:58,63.624,-19.132,0.1,1.2,99,5.2,NNW,Hábunga
Thursday,29/09/2016,20:40:26,63.621,-19.137,0.1,1.1,99,4.9,NNW,Hábunga
Thursday,29/09/2016,20:32:12,63.615,-19.138,0.1,0.4,99,4.3,NNW,Hábunga
Thursday,29/09/2016,20:30:03,63.623,-19.139,0.1,0.2,99,5.2,NNW,Hábunga
Thursday,29/09/2016,20:22:53,63.628,-19.129,0.1,1.3,99,5.6,NNW,Hábunga
Thursday,29/09/2016,20:12:46,63.623,-19.131,0.1,0.7,99,5,NNW,Hábunga
Thursday,29/09/2016,20:10:26,63.622,-19.133,0.1,0.5,99,4.9,NNW,Hábunga
Thursday,29/09/2016,20:08:53,63.618,-19.125,0.1,1.6,99,4.4,NNW,Hábunga
Thursday,29/09/2016,20:03:06,63.625,-19.132,0.1,1,99,5.2,NNW,Hábunga
Thursday,29/09/2016,19:53:20,63.623,-19.127,0.1,1.1,99,4.9,NNW,Hábunga
Thursday,29/09/2016,19:50:12,64.842,-16.884,13.4,0.6,99,16.8,ENE,Kistufell
Thursday,29/09/2016,19:48:27,63.624,-19.116,0.1,1.3,99,5,N,Hábunga
Thursday,29/09/2016,19:47:56,64.78,-16.958,6.8,0.6,99,11.8,E,Kistufell
Thursday,29/09/2016,19:36:50,63.625,-19.1,0.1,2,99,4.9,N,Hábunga
Thursday,29/09/2016,19:36:38,63.889,-22.272,7.5,0.6,99,1.5,S,Fagradalsfjall
Thursday,29/09/2016,19:36:14,63.895,-22.26,7.5,0.4,99,1.1,SE,Fagradalsfjall
Thursday,29/09/2016,19:34:18,63.62,-19.113,0.1,0.3,99,4.4,N,Hábunga
Thursday,29/09/2016,19:32:54,63.855,-22.323,4.9,0.4,99,5.8,SSW,Fagradalsfjall
Thursday,29/09/2016,19:32:37,63.619,-19.118,0.1,1.6,99,4.4,NNW,Hábunga
Thursday,29/09/2016,19:32:31,63.624,-19.123,0.1,0.9,99,5,NNW,Hábunga
Thursday,29/09/2016,19:32:04,63.62,-19.126,0.1,0.4,99,4.6,NNW,Hábunga
Thursday,29/09/2016,19:31:56,63.975,-20.651,8.2,0,99,4.8,N,Þjórsárbrú
Thursday,29/09/2016,19:29:06,64.86,-16.842,9.4,0.6,99,19.4,ENE,Kistufell
Thursday,29/09/2016,19:27:30,63.63,-19.128,0.1,1,99,5.7,NNW,Hábunga
Thursday,29/09/2016,19:24:55,63.615,-19.145,0.2,0.1,99,4.5,NNW,Hábunga
Thursday,29/09/2016,19:23:26,63.625,-19.102,0.1,0.7,99,5,N,Hábunga
Thursday,29/09/2016,19:18:41,63.623,-19.123,0.1,1.6,99,4.9,NNW,Hábunga
Thursday,29/09/2016,19:10:47,63.619,-19.107,0.1,0.8,99,4.4,N,Hábunga
Thursday,29/09/2016,19:05:11,63.654,-19.082,9.9,0.4,99,8.3,N,Hábunga
Thursday,29/09/2016,19:00:49,63.624,-19.116,0.1,0.3,99,5,N,Hábunga
Thursday,29/09/2016,18:58:59,63.626,-19.124,0.1,0.7,99,5.3,NNW,Hábunga
Thursday,29/09/2016,18:57:22,63.627,-19.128,0.1,0.6,99,5.4,NNW,Hábunga
Thursday,29/09/2016,18:56:24,63.624,-19.118,0.1,0.6,99,5,N,Hábunga
Thursday,29/09/2016,18:49:44,63.622,-19.118,0.1,0.6,99,4.8,N,Hábunga
Thursday,29/09/2016,18:47:18,63.627,-19.106,0.1,0.2,99,5.2,N,Hábunga
Thursday,29/09/2016,18:30:33,63.624,-19.129,0.1,0.5,99,5.1,NNW,Hábunga
Thursday,29/09/2016,18:19:05,63.623,-19.112,0,1,99,4.8,N,Hábunga
Thursday,29/09/2016,18:16:14,63.621,-19.122,0.1,0.5,99,4.7,NNW,Hábunga
Thursday,29/09/2016,18:04:51,63.627,-19.128,0,0.6,99,5.4,NNW,Hábunga
Thursday,29/09/2016,18:03:59,63.936,-20.774,3.8,1,99,5.9,W,Þjórsárbrú
Thursday,29/09/2016,18:03:18,63.627,-19.096,0.1,0.2,99,5.2,N,Hábunga
Thursday,29/09/2016,17:54:14,64.433,-17.64,1.1,1.5,90.01,10.1,SE,Hamarinn
Thursday,29/09/2016,17:53:56,63.624,-19.129,0.1,2.3,99,5.1,NNW,Hábunga
Thursday,29/09/2016,17:50:25,65.023,-16.666,3.9,0.9,99,3.3,WSW,Dreki
Thursday,29/09/2016,17:46:06,63.624,-19.124,0,0.5,99,5,NNW,Hábunga
Thursday,29/09/2016,17:42:56,63.622,-19.104,0.1,0.3,99,4.7,N,Hábunga
Thursday,29/09/2016,17:26:02,63.621,-19.119,0.1,1.8,99,4.6,NNW,Hábunga
Thursday,29/09/2016,17:25:37,63.63,-19.109,0.1,0.2,99,5.6,N,Hábunga
Thursday,29/09/2016,17:23:33,64.652,-17.103,2.9,0.6,99,15.2,SSE,Kistufell
Thursday,29/09/2016,17:16:00,63.618,-19.129,0.1,0.3,99,4.5,NNW,Hábunga
Thursday,29/09/2016,17:14:04,63.625,-19.12,0.1,0.5,99,5.1,N,Hábunga
Thursday,29/09/2016,17:13:09,63.629,-19.119,1.7,0,99,5.5,N,Hábunga
Thursday,29/09/2016,17:10:33,63.625,-19.094,0.1,0.3,99,5,N,Hábunga
Thursday,29/09/2016,17:09:41,63.617,-19.118,0.1,0,99,4.2,NNW,Hábunga
Thursday,29/09/2016,17:07:24,63.633,-19.132,0.1,0.2,99,5.9,E,Goðabunga
Thursday,29/09/2016,17:04:28,63.626,-19.13,0.1,0.1,99,5.3,NNW,Hábunga
Thursday,29/09/2016,17:01:07,63.63,-19.127,2.7,0.1,99,5.8,NNW,Hábunga
