ID,Day,Date,Time,Latitude,Longitude,DepthInKilo,Magnitude,Quality,DistanceInKilo,Direction,Volcano
540,Saturday,1/10/2016,3:17:46,63.667,-19.09,0.1,1.1,99,8.4,ENE,Goðabunga
541,Saturday,1/10/2016,3:04:56,63.622,-19.119,0.1,2.7,99,4.8,NNW,Hábunga
542,Saturday,1/10/2016,2:12:58,63.625,-19.145,0.1,0.7,99,5.4,NNW,Hábunga
543,Saturday,1/10/2016,2:07:49,63.875,-22.325,12,0.2,99,3.9,SW,Fagradalsfjall
544,Saturday,1/10/2016,2:04:43,63.624,-19.125,0.1,0.5,99,5.1,NNW,Hábunga
545,Saturday,1/10/2016,2:01:13,63.622,-19.101,0.1,0.4,99,4.7,N,Hábunga
546,Saturday,1/10/2016,1:47:32,63.624,-19.106,0.1,0.8,99,4.9,N,Hábunga
547,Saturday,1/10/2016,1:38:48,63.626,-19.106,0.1,0.3,99,5.1,N,Hábunga
548,Saturday,1/10/2016,1:36:19,63.891,-22.085,4,1.1,99,1,WNW,Krýsuvík
549,Saturday,1/10/2016,1:19:13,63.625,-19.129,0.1,0.2,99,5.2,NNW,Hábunga
550,Saturday,1/10/2016,1:15:57,63.623,-19.119,0.1,1.2,99,4.9,N,Hábunga
551,Saturday,1/10/2016,1:12:07,63.624,-19.113,0.1,2.1,99,4.9,N,Hábunga
552,Saturday,1/10/2016,1:07:57,63.625,-19.121,0.1,0.7,99,5.1,NNW,Hábunga
553,Saturday,1/10/2016,1:01:00,64.568,-20.312,3.3,1.3,99,23,S,Eyjafjallajökull
554,Saturday,1/10/2016,0:54:09,63.62,-19.108,0.1,1.3,99,4.5,N,Hábunga
555,Saturday,1/10/2016,0:52:58,63.621,-19.126,0.1,1,99,4.7,NNW,Hábunga
556,Saturday,1/10/2016,0:35:21,64.029,-21.215,5.5,0.8,99,3.5,NNW,Hveragerði
557,Saturday,1/10/2016,0:16:24,64.784,-17.053,6.1,1.9,99,7.4,E,Kistufell
558,Saturday,1/10/2016,0:15:16,66.258,-16.737,7,1,99,13.7,WSW,Kópasker
559,Saturday,1/10/2016,0:14:12,63.624,-19.094,0.1,0.5,99,4.9,N,Hábunga
560,Saturday,1/10/2016,23:54:00,66.266,-16.615,6.8,0.6,99,8.3,WSW,Kópasker
561,Saturday,1/10/2016,23:53:16,64.591,-17.153,16.3,0.7,99,18.7,ESE,Bárðarbunga
562,Saturday,1/10/2016,23:46:49,63.858,-22.309,8,0.4,99,5.2,SSW,Fagradalsfjall
563,Saturday,1/10/2016,23:44:56,63.873,-22.291,4.4,0.9,99,3.4,SSW,Fagradalsfjall
564,Saturday,1/10/2016,23:36:03,64.431,-17.236,6.1,0.3,99,3.5,NNE,Grímsfjall
565,Saturday,1/10/2016,23:29:01,63.606,-19.646,3.5,1.3,99,11.3,SW,Básar
566,Saturday,1/10/2016,23:11:03,65.221,-16.347,9.9,0.8,99,5.2,N,Herðubreið
567,Saturday,1/10/2016,22:57:52,66.54,-17.701,7.6,1.2,99,13.7,E,Grímsey
568,Saturday,1/10/2016,22:25:50,64.573,-20.283,4.7,1.2,99,22.7,SSE,Eyjafjallajökull
569,Saturday,1/10/2016,22:02:57,63.604,-19.408,5.1,1.4,67.8,8.8,WSW,Goðabunga
570,Saturday,1/10/2016,21:53:13,63.721,-19.278,6.8,1,32.77,9.1,N,Goðabunga
571,Saturday,1/10/2016,21:52:00,63.689,-19.332,7.7,1.2,31.14,6.8,NW,Goðabunga
572,Saturday,1/10/2016,20:43:02,66.201,-17.642,10.8,0.4,99,9.7,ENE,Flatey
573,Saturday,1/10/2016,20:22:29,63.941,-20.441,8.6,0.2,99,10.4,E,Þjórsárbrú
574,Saturday,1/10/2016,20:06:33,65.026,-16.671,3.6,0.9,99,3.4,WSW,Dreki
575,Saturday,1/10/2016,19:52:25,63.938,-20.768,3.8,0.1,99,5.7,W,Þjórsárbrú
576,Saturday,1/10/2016,19:25:47,63.626,-19.103,0.1,0.5,99,5.1,N,Hábunga
577,Saturday,1/10/2016,19:18:44,64.585,-20.253,4.7,0.9,99,21.9,SSE,Eyjafjallajökull
578,Saturday,1/10/2016,19:03:20,64.023,-21.633,9.1,0.2,99,4.4,N,Bláfjallaskáli
579,Saturday,1/10/2016,18:58:19,63.936,-20.763,3,0.1,99,5.4,W,Þjórsárbrú
580,Saturday,1/10/2016,18:32:45,63.627,-19.096,0.1,0.6,99,5.2,N,Hábunga
581,Saturday,1/10/2016,18:31:31,64.589,-20.265,10,1.9,99,21.2,SSE,Eyjafjallajökull
582,Saturday,1/10/2016,18:15:48,63.937,-20.763,4.3,1.6,99,5.4,W,Þjórsárbrú
583,Saturday,1/10/2016,18:11:43,64.586,-20.252,6.9,1.4,99,21.7,SSE,Eyjafjallajökull
584,Saturday,1/10/2016,17:48:59,64.582,-20.257,4.4,0.9,99,22,SSE,Eyjafjallajökull
585,Saturday,1/10/2016,17:34:00,64.806,-16.903,5.9,0.6,99,14.7,E,Kistufell
586,Saturday,1/10/2016,17:28:51,63.626,-19.142,0.1,0.7,99,5.5,NNW,Hábunga
587,Saturday,1/10/2016,17:20:32,64.821,-16.881,11.8,0.3,99,16.1,ENE,Kistufell
588,Saturday,1/10/2016,17:08:10,64.063,-21.438,7,0.6,99,3.1,E,Litla Kaffist
589,Saturday,1/10/2016,17:01:02,63.618,-19.1,0.1,2.6,99,4.3,N,Hábunga
590,Saturday,1/10/2016,17:00:00,64.588,-20.251,3.9,1.5,99,21.5,SSE,Eyjafjallajökull
591,Saturday,1/10/2016,16:43:09,64.588,-20.25,4,1.4,99,21.6,SSE,Eyjafjallajökull
592,Saturday,1/10/2016,16:37:51,63.934,-20.776,5.9,0.1,99,6,W,Þjórsárbrú
593,Saturday,1/10/2016,16:23:20,63.646,-19.346,0,2.2,99,4.8,W,Goðabunga
594,Saturday,1/10/2016,16:17:11,64.582,-20.276,4,0.9,43.89,21.8,SSE,Eyjafjallajökull
595,Saturday,1/10/2016,15:50:00,64.589,-20.256,3.2,1.3,99,21.3,SSE,Eyjafjallajökull
596,Saturday,1/10/2016,15:46:55,64.798,-17.273,11.2,0.6,99,3.6,WNW,Kistufell
597,Saturday,1/10/2016,15:29:16,64.582,-20.281,4.1,1.9,99,21.7,SSE,Eyjafjallajökull
598,Saturday,1/10/2016,14:50:08,65.221,-16.336,5.3,0.9,99,5.3,N,Herðubreið
599,Saturday,1/10/2016,14:25:23,65.032,-16.662,4.6,0.8,99,2.8,WSW,Dreki
600,Saturday,1/10/2016,14:00:04,65.701,-16.802,2.7,0.2,99,2.5,WSW,Krafluvirkjun
601,Saturday,1/10/2016,13:43:44,64.614,-17.523,0.1,0.2,99,2.9,S,Bárðarbunga
602,Saturday,1/10/2016,13:36:59,64.816,-16.897,7.2,0.5,99,15.2,ENE,Kistufell
603,Saturday,1/10/2016,13:35:12,64.424,-17.311,12,0.7,99,2.8,NW,Grímsfjall
604,Saturday,1/10/2016,12:56:25,65.22,-16.332,7.5,0.7,99,5.2,N,Herðubreið
605,Saturday,1/10/2016,12:33:39,64.833,-16.856,2.4,0.1,99,17.6,ENE,Kistufell
606,Saturday,1/10/2016,12:30:38,66.34,-19.021,10.5,0.9,99,22,N,Siglufjörður
607,Saturday,1/10/2016,12:24:34,64.807,-16.901,6.9,0.4,99,14.8,ENE,Kistufell
608,Saturday,1/10/2016,12:19:02,64.489,-17.772,3.8,1.3,99,1.8,E,Hamarinn
609,Saturday,1/10/2016,12:13:38,64.051,-21.371,3.1,0.1,99,2,NE,Hellisheiði
610,Saturday,1/10/2016,12:02:11,64.789,-17.533,4.4,0.4,99,15.4,W,Kistufell
611,Saturday,1/10/2016,11:00:12,63.895,-22.5,5.2,1.7,99,6.8,NNW,Grindaví­k
612,Saturday,1/10/2016,10:59:00,67.199,-18.7,7.2,2.1,99,5.7,N,Kolbeinsey
613,Saturday,1/10/2016,10:42:07,66.564,-17.708,10.7,1.2,99,13.6,E,Grímsey
614,Saturday,1/10/2016,10:36:53,65.222,-16.347,10,0.8,99,5.3,N,Herðubreið
615,Saturday,1/10/2016,10:21:51,63.864,-19.827,4.5,0.7,99,10.6,SW,Vatnajökull
616,Saturday,1/10/2016,10:16:48,67.177,-18.66,1.1,1.8,99,3.3,NNE,Kolbeinsey
617,Saturday,1/10/2016,10:16:47,67.056,-19.202,0.1,1.9,99,24.8,WSW,Kolbeinsey
618,Saturday,1/10/2016,10:15:59,67.152,-18.762,2.6,2.2,99,3.6,W,Kolbeinsey
619,Saturday,1/10/2016,10:15:58,67.149,-18.852,1.1,1.2,47.94,7.4,W,Kolbeinsey
620,Saturday,1/10/2016,10:09:59,67.199,-18.72,6.7,3,99,5.9,NNW,Kolbeinsey
621,Saturday,1/10/2016,10:08:18,67.154,-18.787,5,2.4,99,4.6,W,Kolbeinsey
622,Saturday,1/10/2016,10:01:14,67.12,-18.718,10,2.5,99,3.5,SSW,Kolbeinsey
623,Saturday,1/10/2016,9:37:34,64.577,-20.282,3.7,0.9,99,22.3,SSE,Eyjafjallajökull
624,Saturday,1/10/2016,9:33:08,67.168,-18.725,10,2.7,99,3,NW,Kolbeinsey
625,Saturday,1/10/2016,9:12:55,67.163,-18.761,5,2.3,99,3.9,WNW,Kolbeinsey
626,Saturday,1/10/2016,9:12:20,63.935,-20.762,2.6,0.1,99,5.4,W,Þjórsárbrú
627,Saturday,1/10/2016,9:00:09,63.625,-19.096,0.1,0.7,99,5,N,Hábunga
628,Saturday,1/10/2016,8:43:00,64.834,-16.868,8.4,0.6,99,17.2,ENE,Kistufell
629,Saturday,1/10/2016,8:36:06,63.619,-19.134,0.1,1.2,99,4.7,NNW,Hábunga
630,Saturday,1/10/2016,7:37:12,64.397,-17.29,0.3,0.7,99,1.1,SW,Grímsfjall
631,Saturday,1/10/2016,7:14:49,63.94,-19.117,1,0.8,99,6.2,SSW,Landmannalaugar
632,Saturday,1/10/2016,7:06:30,64.576,-20.287,4.1,1.2,99,22.3,SSE,Eyjafjallajökull
633,Saturday,1/10/2016,6:57:55,63.879,-22.484,4.7,0.5,99,4.9,NNW,Grindaví­k
634,Saturday,1/10/2016,6:12:33,65.224,-16.343,6.8,1.6,99,5.5,N,Herðubreið
635,Saturday,1/10/2016,6:04:58,66.256,-16.738,7.1,0.8,99,13.7,WSW,Kópasker
636,Saturday,1/10/2016,5:55:17,64.814,-16.888,12.4,0.6,99,15.6,ENE,Kistufell
637,Saturday,1/10/2016,5:53:36,63.619,-19.101,0.1,0.4,99,4.3,N,Hábunga
638,Saturday,1/10/2016,5:39:44,63.62,-19.112,0.1,1.5,99,4.5,N,Hábunga
639,Saturday,1/10/2016,5:30:25,64.848,-16.857,6.4,0.5,99,18.2,ENE,Kistufell
640,Saturday,1/10/2016,5:19:46,66.629,-17.918,10.7,1.1,99,10.5,NNE,Grímsey
641,Saturday,1/10/2016,5:10:21,63.624,-19.09,0.1,2,99,5,N,Hábunga
642,Saturday,1/10/2016,5:03:50,63.627,-19.11,0.1,0.6,99,5.2,N,Hábunga
643,Saturday,1/10/2016,4:58:08,63.545,-19.119,0.1,0.7,99,4,SSW,Hábunga
644,Saturday,1/10/2016,4:56:49,63.876,-22.292,1.1,0.5,99,3.1,SSW,Fagradalsfjall
645,Saturday,1/10/2016,4:27:08,65.224,-16.338,5.2,1.1,99,5.5,N,Herðubreið
646,Saturday,1/10/2016,4:25:28,63.869,-22.298,6.1,0.9,99,3.9,SSW,Fagradalsfjall
647,Saturday,1/10/2016,4:23:11,63.614,-19.106,0.1,1,99,3.8,N,Hábunga
648,Saturday,1/10/2016,4:10:54,63.882,-22.488,3,0.6,99,5.3,NNW,Grindaví­k
649,Saturday,1/10/2016,4:06:28,63.624,-19.13,0.1,0.3,99,5.1,NNW,Hábunga
650,Saturday,1/10/2016,3:17:46,63.667,-19.09,0.1,1.1,99,8.4,ENE,Goðabunga
651,Saturday,1/10/2016,3:04:56,63.622,-19.119,0.1,2.7,99,4.8,NNW,Hábunga
652,Saturday,1/10/2016,2:12:58,63.625,-19.145,0.1,0.7,99,5.4,NNW,Hábunga
653,Saturday,1/10/2016,2:07:49,63.875,-22.325,12,0.2,99,3.9,SW,Fagradalsfjall
654,Saturday,1/10/2016,2:04:43,63.624,-19.125,0.1,0.5,99,5.1,NNW,Hábunga
655,Saturday,1/10/2016,2:01:13,63.622,-19.101,0.1,0.4,99,4.7,N,Hábunga
656,Saturday,1/10/2016,1:47:32,63.624,-19.106,0.1,0.8,99,4.9,N,Hábunga
657,Saturday,1/10/2016,1:38:48,63.626,-19.106,0.1,0.3,99,5.1,N,Hábunga
658,Saturday,1/10/2016,1:36:19,63.891,-22.085,4,1.1,99,1,WNW,Krýsuvík
659,Saturday,1/10/2016,1:19:13,63.625,-19.129,0.1,0.2,99,5.2,NNW,Hábunga
660,Saturday,1/10/2016,1:15:57,63.623,-19.119,0.1,1.2,99,4.9,N,Hábunga
661,Saturday,1/10/2016,1:12:07,63.624,-19.113,0.1,2.1,99,4.9,N,Hábunga
662,Saturday,1/10/2016,1:07:57,63.625,-19.121,0.1,0.7,99,5.1,NNW,Hábunga
663,Saturday,1/10/2016,1:01:00,64.568,-20.312,3.3,1.3,99,23,S,Eyjafjallajökull
664,Saturday,1/10/2016,0:54:09,63.62,-19.108,0.1,1.3,99,4.5,N,Hábunga
665,Saturday,1/10/2016,0:52:58,63.621,-19.126,0.1,1,99,4.7,NNW,Hábunga
666,Saturday,1/10/2016,0:35:21,64.029,-21.215,5.5,0.8,99,3.5,NNW,Hveragerði
667,Saturday,1/10/2016,0:16:24,64.784,-17.053,6.1,1.9,99,7.4,E,Kistufell
668,Saturday,1/10/2016,0:15:16,66.258,-16.737,7,1,99,13.7,WSW,Kópasker
669,Saturday,1/10/2016,0:14:12,63.624,-19.094,0.1,0.5,99,4.9,N,Hábunga
670,Saturday,1/10/2016,23:54:00,66.266,-16.615,6.8,0.6,99,8.3,WSW,Kópasker
671,Saturday,1/10/2016,23:53:16,64.591,-17.153,16.3,0.7,99,18.7,ESE,Bárðarbunga
672,Saturday,1/10/2016,23:46:49,63.858,-22.309,8,0.4,99,5.2,SSW,Fagradalsfjall
673,Saturday,1/10/2016,23:44:56,63.873,-22.291,4.4,0.9,99,3.4,SSW,Fagradalsfjall
674,Saturday,1/10/2016,23:36:03,64.431,-17.236,6.1,0.3,99,3.5,NNE,Grímsfjall
675,Saturday,1/10/2016,23:29:01,63.606,-19.646,3.5,1.3,99,11.3,SW,Básar
676,Saturday,1/10/2016,23:11:03,65.221,-16.347,9.9,0.8,99,5.2,N,Herðubreið
677,Saturday,1/10/2016,22:57:52,66.54,-17.701,7.6,1.2,99,13.7,E,Grímsey
679,Saturday,8/10/2016,19:33:59,64.068,-18.662,3.3,0.2,41.71,20.8,W,Laki
680,Saturday,8/10/2016,16:28:14,66.639,-17.814,10.9,0.2,56.75,13.8,NE,Grímsey
681,Saturday,8/10/2016,15:33:04,63.583,-19.126,0.1,0.7,99,1.3,WNW,Hábunga
682,Saturday,8/10/2016,14:38:24,66.603,-17.81,11.7,1.2,99,11.2,NE,Grímsey
683,Saturday,8/10/2016,12:09:16,66.286,-16.977,4.1,0.5,99,23.5,W,Kópasker
684,Saturday,8/10/2016,11:53:57,66.799,-18.415,7.2,0.7,76.95,33.7,NNW,Grímsey
685,Saturday,8/10/2016,11:53:56,66.838,-18.339,11.2,1.6,99,36,NNW,Grímsey
686,Saturday,8/10/2016,11:51:18,64.09,-19.788,17.6,0.9,99,2.9,SE,Búrfellsstöð
687,Saturday,8/10/2016,11:44:20,63.623,-19.102,0.1,0.9,99,4.8,N,Hábunga
688,Saturday,8/10/2016,8:55:52,65.039,-16.751,8.7,0.5,99,6.9,W,Dreki
689,Saturday,8/10/2016,7:18:05,66.284,-17,9.5,1.2,99,24.6,W,Kópasker
690,Saturday,8/10/2016,6:41:20,63.875,-22.095,5.8,1.7,99,2,SW,Krýsuvík
691,Saturday,8/10/2016,3:11:15,65.108,-16.459,5.2,0.4,99,4.1,WNW,Herðubreiðarfjöll
692,Saturday,8/10/2016,1:21:25,64.816,-16.893,10.3,0.8,99,15.4,ENE,Kistufell
693,Saturday,8/10/2016,1:15:01,66.595,-17.865,9.1,0.3,99,8.7,NE,Grímsey
694,Saturday,8/10/2016,1:12:54,65.102,-16.699,18.2,0.8,99,8.4,NNW,Dreki
695,Saturday,8/10/2016,0:02:52,66.28,-16.99,6.5,0.8,99,24.1,W,Kópasker
696,Saturday,8/10/2016,23:06:14,63.66,-19.31,0.1,0.9,99,3.7,NW,Goðabunga
697,Saturday,8/10/2016,21:48:17,65.03,-16.588,5.7,0.6,99,1.2,SE,Dreki
698,Saturday,8/10/2016,21:13:56,63.619,-19.098,0.1,1.6,99,4.4,N,Hábunga
699,Saturday,8/10/2016,19:47:19,63.934,-20.422,11.5,0.7,99,10.9,N,Hella
700,Saturday,8/10/2016,19:33:59,64.064,-18.654,4.4,0.9,99,20.4,W,Laki
701,Saturday,8/10/2016,18:48:40,66.281,-16.996,6.5,1,99,24.4,W,Kópasker
702,Saturday,8/10/2016,17:35:31,66.281,-16.993,4.6,0.8,99,24.3,W,Kópasker
703,Saturday,8/10/2016,17:25:40,65.869,-16.986,4.3,0.4,99,1.5,WSW,Þeistareykir
704,Saturday,8/10/2016,16:33:06,64.618,-17.287,3.3,0.4,99,11.7,ESE,Bárðarbunga
705,Saturday,8/10/2016,16:28:14,66.594,-17.749,1.2,1,99,12.9,ENE,Grímsey
706,Saturday,8/10/2016,16:24:02,64.671,-17.413,0.4,0.9,99,6.4,ENE,Bárðarbunga
707,Saturday,8/10/2016,16:06:37,66.236,-16.721,5,0.6,99,14.1,WSW,Kópasker
708,Saturday,8/10/2016,15:33:04,63.583,-19.126,0.1,0.7,99,1.3,WNW,Hábunga
709,Saturday,8/10/2016,14:38:24,66.603,-17.81,11.7,1.2,99,11.2,NE,Grímsey
710,Saturday,8/10/2016,12:09:16,66.286,-16.977,4.1,0.5,99,23.5,W,Kópasker
711,Saturday,8/10/2016,11:53:57,66.799,-18.415,7.2,0.7,76.95,33.7,NNW,Grímsey
712,Saturday,8/10/2016,11:53:56,66.838,-18.339,11.2,1.6,99,36,NNW,Grímsey
713,Saturday,8/10/2016,11:51:18,64.09,-19.788,17.6,0.9,99,2.9,SE,Búrfellsstöð
714,Saturday,8/10/2016,11:44:20,63.623,-19.102,0.1,0.9,99,4.8,N,Hábunga
715,Saturday,8/10/2016,8:55:52,65.039,-16.751,8.7,0.5,99,6.9,W,Dreki
716,Saturday,8/10/2016,7:18:05,66.284,-17,9.5,1.2,99,24.6,W,Kópasker
717,Saturday,8/10/2016,6:41:20,63.875,-22.095,5.8,1.7,99,2,SW,Krýsuvík
718,Saturday,8/10/2016,3:11:15,65.108,-16.459,5.2,0.4,99,4.1,WNW,Herðubreiðarfjöll
719,Saturday,8/10/2016,1:21:25,64.816,-16.893,10.3,0.8,99,15.4,ENE,Kistufell
720,Saturday,8/10/2016,1:15:01,66.595,-17.865,9.1,0.3,99,8.7,NE,Grímsey
721,Saturday,8/10/2016,1:12:54,65.102,-16.699,18.2,0.8,99,8.4,NNW,Dreki
722,Saturday,8/10/2016,0:02:52,66.28,-16.99,6.5,0.8,99,24.1,W,Kópasker
723,Saturday,8/10/2016,23:06:14,63.66,-19.31,0.1,0.9,99,3.7,NW,Goðabunga
725,Sunday,2/10/2016,22:22:20,63.629,-19.538,13.5,1.1,72.15,6,SSW,Básar
726,Sunday,2/10/2016,22:21:09,63.705,-19.489,6.3,1.4,36.4,3.1,N,Básar
727,Sunday,2/10/2016,21:44:59,65.153,-16.3,11.8,1.2,40.04,3.3,SE,Herðubreið
728,Sunday,2/10/2016,21:39:46,63.934,-20.767,2.8,0.5,99,5.6,W,Þjórsárbrú
729,Sunday,2/10/2016,21:39:09,63.934,-20.766,2.8,0.8,99,5.5,W,Þjórsárbrú
730,Sunday,2/10/2016,21:36:32,63.935,-20.767,3,1.5,99,5.6,W,Þjórsárbrú
731,Sunday,2/10/2016,21:34:37,63.928,-20.785,6,0.6,99,6.4,W,Þjórsárbrú
732,Sunday,2/10/2016,21:23:55,63.934,-20.764,1.7,0.8,99,5.4,W,Þjórsárbrú
733,Sunday,2/10/2016,21:21:23,63.935,-20.767,3.4,1.5,99,5.6,W,Þeistareykir
734,Sunday,2/10/2016,21:20:39,63.933,-20.768,3.8,2,99,5.6,W,Þjórsárbrú
735,Sunday,2/10/2016,21:06:25,63.934,-20.768,2.9,1.1,99,5.6,W,Þjórsárbrú
736,Sunday,2/10/2016,17:36:52,65.221,-16.341,6.7,0.9,90.01,5.2,N,Herðubreið
737,Sunday,2/10/2016,15:09:15,64.703,-16.988,3.4,0.8,99,13.6,SE,Kistufell
738,Sunday,2/10/2016,14:03:36,66.267,-17.519,13.2,0.9,99,18.3,NE,Flatey
739,Sunday,2/10/2016,14:01:26,66.278,-17.54,13.6,3.1,99,18.4,NE,Flatey
740,Sunday,2/10/2016,13:31:15,63.972,-20.147,4.5,0.9,99,9.2,SSE,Árnes
741,Sunday,2/10/2016,13:05:05,66.066,-17.351,6.2,1,99,2.7,N,Húsavík
742,Sunday,2/10/2016,12:08:51,65.641,-16.901,7,0.9,99,10.4,SW,Krafluvirkjun
743,Sunday,2/10/2016,10:32:06,64.056,-21.37,3.4,0.6,99,2.5,NNE,Hellisheiði
744,Sunday,2/10/2016,10:31:13,64.053,-21.374,4,0.6,99,2.1,NNE,Hellisheiði
745,Sunday,2/10/2016,10:29:52,64.058,-21.38,6.1,0.5,99,2.5,NNE,Hellisheiði
746,Sunday,2/10/2016,10:21:50,64.054,-21.379,5.7,0.2,99,2.1,NNE,Hellisheiði
747,Sunday,2/10/2016,10:18:43,65.023,-16.669,4,0,99,3.4,WSW,Dreki
748,Sunday,2/10/2016,10:18:00,65.025,-16.66,4.7,0.2,99,3,WSW,Dreki
749,Sunday,2/10/2016,10:05:17,64.798,-16.912,4.6,0.2,99,14.1,E,Kistufell
750,Sunday,2/10/2016,10:01:03,65.026,-16.669,5,0.5,99,3.3,WSW,Dreki
751,Sunday,2/10/2016,9:46:14,63.634,-19.188,4,0.5,99,3.1,ESE,Goðabunga
752,Sunday,2/10/2016,9:43:06,63.966,-20.791,6.6,0.3,99,7.7,WNW,Þjórsárbrú
753,Sunday,2/10/2016,9:34:38,64.785,-17.06,5.7,0.1,99,7,E,Kistufell
754,Sunday,2/10/2016,7:21:38,65.032,-16.459,22.3,1.5,99,6.9,E,Dreki
755,Sunday,2/10/2016,6:51:05,65.223,-16.344,6.4,0.4,99,5.4,N,Herðubreið
756,Sunday,2/10/2016,6:19:07,65.026,-16.614,4.9,0.1,99,1.5,SSW,Dreki
757,Sunday,2/10/2016,6:14:13,65.031,-16.663,5.6,0.1,99,2.9,WSW,Dreki
758,Sunday,2/10/2016,5:54:47,63.615,-19.135,0.9,0.5,99,4.3,NNW,Hábunga
759,Sunday,2/10/2016,5:17:10,63.615,-19.104,0.1,2,99,3.9,N,Hábunga
760,Sunday,2/10/2016,5:11:39,66.591,-17.735,12.3,1.2,99,13.3,ENE,Grímsey
761,Sunday,2/10/2016,4:43:56,64.561,-20.326,3.1,1.1,99,23.6,S,Eyjafjallajökull
762,Sunday,2/10/2016,3:36:16,64.113,-21.255,5.9,0.3,99,3.9,NE,Skeggi á Hengli
763,Sunday,2/10/2016,3:34:51,65.033,-16.7,4.9,0.3,99,4.5,W,Dreki
764,Sunday,2/10/2016,2:52:46,64.397,-17.3,1.1,0.7,99,1.5,WSW,Grímsfjall
765,Sunday,2/10/2016,2:37:38,63.825,-20.021,6,1.1,99,13.5,NE,Hvolsvöllur
766,Sunday,2/10/2016,1:48:16,66.626,-17.902,10.8,1.2,99,10.6,NNE,Grímsey
767,Sunday,2/10/2016,1:34:26,64.818,-16.889,7.4,0.3,99,15.7,ENE,Kistufell
768,Sunday,2/10/2016,1:23:59,65.221,-16.345,8.4,0.9,99,5.2,N,Herðubreið
769,Sunday,2/10/2016,0:56:42,65.029,-16.673,4.5,0.1,99,3.4,WSW,Dreki
770,Sunday,2/10/2016,23:48:05,63.864,-22.338,3.4,0.9,99,5.3,SW,Fagradalsfjall
771,Sunday,2/10/2016,23:41:03,63.889,-22.295,7,1.5,99,1.8,SW,Fagradalsfjall
772,Sunday,2/10/2016,23:40:23,63.883,-22.303,6.5,1.1,99,2.6,SW,Fagradalsfjall
773,Sunday,2/10/2016,22:35:02,63.879,-22.3,7.4,0.8,99,2.9,SSW,Fagradalsfjall
774,Sunday,2/10/2016,22:34:52,63.88,-22.307,4.9,0.8,99,2.9,SSW,Fagradalsfjall
775,Sunday,2/10/2016,22:33:22,63.888,-22.293,6.9,1.5,99,1.8,SSW,Fagradalsfjall
776,Sunday,2/10/2016,22:33:06,63.892,-22.295,6.2,1.9,99,1.5,SW,Fagradalsfjall
777,Sunday,2/10/2016,22:32:00,63.891,-22.291,6.5,1.2,99,1.5,SSW,Fagradalsfjall
778,Sunday,2/10/2016,22:22:20,63.629,-19.538,13.5,1.1,72.15,6,SSW,Básar
779,Sunday,2/10/2016,22:21:09,63.705,-19.489,6.3,1.4,36.4,3.1,N,Básar
780,Sunday,2/10/2016,21:44:59,65.152,-16.286,6.5,0.8,99,3.8,SE,Herðubreið
781,Sunday,2/10/2016,21:39:46,63.934,-20.767,2.8,0.5,99,5.6,W,Þjórsárbrú
782,Sunday,2/10/2016,21:39:09,63.934,-20.766,2.8,0.8,99,5.5,W,Þjórsárbrú
783,Sunday,2/10/2016,21:36:32,63.935,-20.767,3,1.5,99,5.6,W,Þjórsárbrú
784,Sunday,2/10/2016,21:34:37,63.928,-20.785,6,0.6,99,6.4,W,Þjórsárbrú
785,Sunday,2/10/2016,21:27:16,63.937,-20.778,6.1,0.5,99,6.1,W,Þjórsárbrú
786,Sunday,2/10/2016,21:23:55,63.934,-20.764,1.7,0.8,99,5.4,W,Þjórsárbrú
787,Sunday,2/10/2016,21:21:23,63.935,-20.767,3.4,1.5,99,5.6,W,Þjórsárbrú
788,Sunday,2/10/2016,21:20:39,63.933,-20.768,3.8,2,99,5.6,W,Þjórsárbrú
789,Sunday,2/10/2016,21:06:25,63.934,-20.768,2.9,1.1,99,5.6,W,Þjórsárbrú
790,Sunday,2/10/2016,17:40:43,66.327,-17.521,9.5,1.4,99,22.9,NE,Flatey
791,Sunday,2/10/2016,17:36:52,65.222,-16.343,7.1,0.9,99,5.3,N,Herðubreið
792,Sunday,2/10/2016,16:46:49,66.22,-16.531,3.3,0.9,99,9.8,SSW,Kópasker
793,Sunday,2/10/2016,15:09:15,64.703,-16.988,3.4,0.8,99,13.6,SE,Kistufell
794,Sunday,2/10/2016,14:51:12,66.277,-17.522,14.9,0.9,99,18.9,NE,Flatey
795,Sunday,2/10/2016,14:03:36,66.267,-17.519,13.2,0.9,99,18.3,NE,Flatey
796,Sunday,2/10/2016,14:01:26,66.278,-17.54,13.6,3.1,99,18.4,NE,Flatey
797,Sunday,2/10/2016,13:31:15,63.972,-20.147,4.5,0.9,99,9.2,SSE,Árnes
798,Sunday,2/10/2016,13:05:05,66.066,-17.351,6.2,1,99,2.7,N,Húsavík
799,Sunday,2/10/2016,12:08:51,65.641,-16.901,7,0.9,99,10.4,SW,Krafluvirkjun
800,Sunday,2/10/2016,10:32:06,64.056,-21.37,3.4,0.6,99,2.5,NNE,Hellisheiði
801,Sunday,2/10/2016,10:31:13,64.053,-21.374,4,0.6,99,2.1,NNE,Hellisheiði
802,Sunday,2/10/2016,10:29:52,64.058,-21.38,6.1,0.5,99,2.5,NNE,Hellisheiði
803,Sunday,2/10/2016,10:21:50,64.054,-21.379,5.7,0.2,99,2.1,NNE,Hellisheiði
804,Sunday,2/10/2016,10:18:43,65.023,-16.669,4,0,99,3.4,WSW,Dreki
